Id,SalePrice
1,12.247694320220996
2,12.109010932687044
3,12.31716669303576
4,11.849397701591439
5,12.429216196844385
6,11.870599909242046
7,12.634603026569335
8,12.206072645530176
9,11.774520202658689
10,11.6784399034478
11,11.771436160121727
12,12.751299696013493
13,11.877568578558137
14,12.540757571577293
15,11.964001084330445
16,11.790557201568507
17,11.911701584927595
18,11.407564949312404
19,11.976659481202367
20,11.842229212112827
21,12.692503112461445
22,11.84510277730856
23,12.345834587905333
24,11.774520202658689
25,11.944707881395766
26,12.454103912352162
27,11.811547477460346
28,12.631340380934516
29,12.24288661865289
30,11.134589024250317
31,10.596634733096073
32,11.914047823644257
33,12.100156419938624
34,12.016726473799254
35,12.533576212168624
36,12.641096555879884
37,11.884489021402711
38,11.938193200374572
39,11.599103161211278
40,11.314474526246393
41,11.982929094215965
42,12.0435537160324
43,11.877568578558137
44,11.777210959615614
45,11.856515169360303
46,12.675763725937607
47,12.3870850123755
48,12.428015476267865
49,11.635143097694476
50,11.751942365440726
51,12.083905011555967
52,11.648330101976432
53,11.608235644774554
54,12.86099861326992
55,11.77528972943772
56,12.103486056755074
57,12.058152515453553
58,12.188417710291452
59,12.991753427493052
60,11.73526869611367
61,11.970350312009106
62,11.522875795823396
63,12.218495165528731
64,11.849397701591439
65,12.299107511497365
66,12.666657052859414
67,12.100712129872349
68,12.328290278254425
69,11.289781913656018
70,12.323855681186556
71,12.404923504275338
72,11.771436160121727
73,12.128111104060464
74,11.883799128308773
75,11.5843154610569
76,11.418614785498988
77,11.818570237796182
78,11.751942365440726
79,11.824079893607152
80,11.608235644774554
81,12.173032791451972
82,11.941455846009385
83,12.409013489526865
84,11.747997587149714
85,12.034691028774553
86,12.468436909997664
87,12.066810578196664
88,12.010665849187564
89,11.350406535472453
90,11.724805824005726
91,11.607326140391713
92,11.498826540590727
93,12.004568269319446
94,11.804848531679266
95,12.229545001715314
96,12.128111104060464
97,12.273731294003987
98,11.458997122944671
99,11.326595886778733
100,11.76718001130949
101,12.230765258120543
102,12.089538829274224
103,11.686576205316554
104,12.200557464842065
105,12.040608205802641
106,12.429216196844385
107,11.512925464970227
108,11.652687407345386
109,11.652687407345386
110,12.154779351142626
111,11.827006011276538
112,12.100712129872349
113,12.858319703517948
114,12.287652632522596
115,12.46651198158808
116,12.078239274020287
117,11.842229212112827
118,11.951180395901384
119,12.676076274775909
120,12.007560729337492
121,12.100712129872349
122,11.512925464970227
123,11.820410164718187
124,11.94405831982697
125,12.106252310247962
126,11.344506813345266
127,11.759785542901756
128,11.37366339763672
129,11.951180395901384
130,11.918390573078392
131,12.328290278254425
132,12.404923504275338
133,11.92337811458943
134,12.3013828253345
135,12.100712129872349
136,12.066810578196664
137,11.870599909242046
138,12.049418835484795
139,12.345834587905333
140,12.352335152508426
141,11.652687407345386
142,12.468436909997664
143,12.019743067338679
144,12.225875272826354
145,11.736069016284436
146,11.77528972943772
147,11.561715629139659
148,12.31268238058843
149,11.856515169360303
150,11.652687407345386
151,11.711776323715393
152,12.82772919493991
153,12.154779351142626
154,12.367340793126294
155,11.736069016284436
156,11.277203131449161
157,11.603679828238691
158,12.504323669331189
159,12.448626590364206
160,12.676076274775909
161,11.998433280751927
162,12.929991484756872
163,12.3013828253345
164,11.5444241320296
165,11.931635799828413
166,11.755871643580615
167,12.154779351142626
168,12.693498620467777
169,12.11996994647676
170,12.337100907936573
171,11.76368418331741
172,12.278393307109802
173,12.384218830913648
174,12.0015054797889
175,12.122691036591124
176,12.400816722322686
177,12.259613412458204
178,12.058152515453553
179,13.126030644751802
180,11.512925464970227
181,12.083905011555967
182,12.206572520571823
183,11.695247021764185
184,12.206072645530176
185,11.751942365440726
186,13.071070083016776
187,12.061046873479915
188,11.813030057420569
189,11.940393392554734
190,12.563747089801991
191,12.66032791780777
192,12.122691036591124
193,12.165250651009917
194,11.77528972943772
195,11.751942365440726
196,11.908340237224893
197,12.650348126203179
198,12.367340793126294
199,11.55214617812351
200,12.524162674153335
201,11.849397701591439
202,12.052338545588134
203,11.626254150277234
204,11.911701584927595
205,11.608235644774554
206,12.103486056755074
207,11.876873892875462
208,11.856515169360303
209,12.531772785169474
210,11.884489021402711
211,11.492722757652713
212,12.133501952695338
213,12.439871229831715
214,11.957611286231675
215,11.993807212363148
216,11.808947661697008
217,12.254862809699604
218,11.580584113444045
219,12.649154617209645
220,12.0271851854705
221,12.230277334226992
222,12.206072645530176
223,12.100156419938624
224,11.482466257485518
225,12.864240107194092
226,11.626254150277234
227,12.577636201962655
228,11.571194373094206
